Title,BSR,Price in £ (starting from),Author,ASIN,ISBN-10,ISBN-13,URL
Accounting Using Excel (R) for Success (with Essential Resources Excel Tutorials Printed Access Card) (Managerial Accounting),"992,070",343.23,James Reeve,1111535213, 1111535213, 978-1111535216,https://www.amazon.co.uk/Accounting-Essential-Resources-Tutorials-Managerial/dp/1111535213/ref=sr_1_868?s=books&ie=UTF8&qid=1540479386&sr=1-868&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Grain Boundary Migration in Metals: Thermodynamics, Kinetics, Applications, Second Edition (Materials Science & Technology)","609,164",168.48,Gunter Gottstein,142005435X, 9781420054354, 978-1420054354,https://www.amazon.co.uk/Grain-Boundary-Migration-Metals-Thermodynamics/dp/142005435X/ref=sr_1_867?s=books&ie=UTF8&qid=1540479386&sr=1-867&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Ripping the Fabric: The Decline of Mumbai and its Mills,"608,168",226.99,Darryl D'Monte,0195661125, 0195661125, 978-0195661125,https://www.amazon.co.uk/Ripping-Fabric-Decline-Mumbai-Mills/dp/0195661125/ref=sr_1_866?s=books&ie=UTF8&qid=1540479386&sr=1-866&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Extra-Coronal Restorations: Concepts and Clinical Application (BDJ Clinician’s Guides),"437,638",144.10,Robert Wassell,3319790927, 3319790927, 978-3319790923,https://www.amazon.co.uk/Extra-Coronal-Restorations-Concepts-Application-Clinicians/dp/3319790927/ref=sr_1_863?s=books&ie=UTF8&qid=1540479368&sr=1-863&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Accounting Using Excel (R) for Success (with Essential Resources Excel Tutorials Printed Access Card) (Managerial Accounting),"992,070",343.23,James Reeve,1111535213, 1111535213, 978-1111535216,https://www.amazon.co.uk/Accounting-Essential-Resources-Tutorials-Managerial/dp/1111535213/ref=sr_1_862?s=books&ie=UTF8&qid=1540479368&sr=1-862&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Grain Boundary Migration in Metals: Thermodynamics, Kinetics, Applications, Second Edition (Materials Science & Technology)","609,164",168.48,Gunter Gottstein,142005435X, 9781420054354, 978-1420054354,https://www.amazon.co.uk/Grain-Boundary-Migration-Metals-Thermodynamics/dp/142005435X/ref=sr_1_861?s=books&ie=UTF8&qid=1540479368&sr=1-861&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Ripping the Fabric: The Decline of Mumbai and its Mills,"608,168",226.99,Darryl D'Monte,0195661125, 0195661125, 978-0195661125,https://www.amazon.co.uk/Ripping-Fabric-Decline-Mumbai-Mills/dp/0195661125/ref=sr_1_860?s=books&ie=UTF8&qid=1540479368&sr=1-860&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Die georgische Sprache (Handbook of Oriental Studies. Section 8 Uralic & Central Asi),"771,535",223.53,Heinz Fähnrich,9004219064, 9004219064, 978-9004219069,https://www.amazon.co.uk/georgische-Sprache-Handbook-Oriental-Studies/dp/9004219064/ref=sr_1_853?s=books&ie=UTF8&qid=1540479368&sr=1-853&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Printed Circuits Handbook, Seventh Edition","185,736",130.91,Happy Holden,0071833951, 0071833951, 978-0071833950,https://www.amazon.co.uk/Printed-Circuits-Handbook-Seventh-Coombs/dp/0071833951/ref=sr_1_846?s=books&ie=UTF8&qid=1540479350&sr=1-846&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Regulating Blockchain: Critical Perspectives in Law and Technology,"424,528",112.26,Robert Herian,1138592765, 1138592765, 978-1138592766,https://www.amazon.co.uk/Regulating-Blockchain-Critical-Perspectives-Technology/dp/1138592765/ref=sr_1_843?s=books&ie=UTF8&qid=1540479350&sr=1-843&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Atlas of Neurosurgical Techniques: Brain,"652,526",252.02,Laligam N. Sekhar,1626233888, 9781626233881, 978-1626233881,https://www.amazon.co.uk/Atlas-Neurosurgical-Techniques-Laligam-Sekhar/dp/1626233888/ref=sr_1_841?s=books&ie=UTF8&qid=1540479350&sr=1-841&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Prague Panoramic,"690,122",235.05,Josef Sudek,8020703675, 8020703675, 978-8020703675,https://www.amazon.co.uk/Prague-Panoramic-Josef-Sudek/dp/8020703675/ref=sr_1_838?s=books&ie=UTF8&qid=1540479350&sr=1-838&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Janeway's Immunobiology,"775,938",295.74,Kenneth Murphy,0815344457, 0815344457, 978-0815344452,https://www.amazon.co.uk/Janeways-Immunobiology-Kenneth-Murphy/dp/0815344457/ref=sr_1_837?s=books&ie=UTF8&qid=1540479350&sr=1-837&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Tulsa,"689,409",116.69,Larry Clark,0802116779, 0802116779, 978-0802116772,https://www.amazon.co.uk/Tulsa-Larry-Clark/dp/0802116779/ref=sr_1_836?s=books&ie=UTF8&qid=1540479350&sr=1-836&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
UN Convention on Contracts for the International Sale of Goods (CISG): A Commentary,"663,980",277.61,Stefan Kröll,3406714552, 9783406714559, 978-3406714559,https://www.amazon.co.uk/Convention-Contracts-International-Sale-Goods/dp/3406714552/ref=sr_1_835?s=books&ie=UTF8&qid=1540479350&sr=1-835&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Handbook of Industrial Engineering Equations, Formulas, and Calculations (Systems Innovation Book Series)","655,756",215.80,Adedeji B. Badiru,1420076272, 1420076272, 978-1420076271,https://www.amazon.co.uk/Industrial-Engineering-Equations-Calculations-Innovation/dp/1420076272/ref=sr_1_833?s=books&ie=UTF8&qid=1540479350&sr=1-833&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Tulsa,"685,763",116.69,Larry Clark,0802116779, 0802116779, 978-0802116772,https://www.amazon.co.uk/Tulsa-Larry-Clark/dp/0802116779/ref=sr_1_831?s=books&ie=UTF8&qid=1540479338&sr=1-831&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
UN Convention on Contracts for the International Sale of Goods (CISG): A Commentary,"663,980",277.61,Stefan Kröll,3406714552, 9783406714559, 978-3406714559,https://www.amazon.co.uk/Convention-Contracts-International-Sale-Goods/dp/3406714552/ref=sr_1_830?s=books&ie=UTF8&qid=1540479338&sr=1-830&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Handbook of Industrial Engineering Equations, Formulas, and Calculations (Systems Innovation Book Series)","659,915",215.80,Adedeji B. Badiru,1420076272, 1420076272, 978-1420076271,https://www.amazon.co.uk/Industrial-Engineering-Equations-Calculations-Innovation/dp/1420076272/ref=sr_1_828?s=books&ie=UTF8&qid=1540479338&sr=1-828&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Commercial Aircraft Finance Handbook,"493,160",137.07,Ronald Scheinberg,1138558990, 9781138558991, 978-1138558991,https://www.amazon.co.uk/Commercial-Aircraft-Finance-Handbook/dp/1138558990/ref=sr_1_826?s=books&ie=UTF8&qid=1540479338&sr=1-826&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Currie on Confirmation of Executors,"405,948",574.01,E. M. Scobbie,0414014618, 0414014618, 978-0414014619,https://www.amazon.co.uk/Currie-Confirmation-Executors-M-Scobbie/dp/0414014618/ref=sr_1_825?s=books&ie=UTF8&qid=1540479338&sr=1-825&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Range Rover Conversions (A Foulis motoring book),"367,117",116.00,Nick Dimbleby,0854296158, 0854296158, 978-0854296156,https://www.amazon.co.uk/Range-Rover-Conversions-Foulis-motoring/dp/0854296158/ref=sr_1_824?s=books&ie=UTF8&qid=1540479338&sr=1-824&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"How to Grow & Produce Your Own Food. An illustrated guide to the cultivation and preservation of vegetables and fruits ... with ... instructions for keeping chickens, rabbits, goats and bees","729,808",108.09,Charles Boff,B000WGVRS6,Not available,Not available,https://www.amazon.co.uk/illustrated-cultivation-preservation-vegetables-instructions/dp/B000WGVRS6/ref=sr_1_823?s=books&ie=UTF8&qid=1540479338&sr=1-823&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Oxford Latin Dictionary (Dictionaries),"402,460",235.73,Oxford Dictionaries,0199580316, 9780199580316, 978-0199580316,https://www.amazon.co.uk/Oxford-Latin-Dictionary-Dictionaries/dp/0199580316/ref=sr_1_819?s=books&ie=UTF8&qid=1540479338&sr=1-819&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Roberts and Hedges' Clinical Procedures in Emergency Medicine and Acute Care, 7e","459,375",126.39,James R. Roberts MD  FACEP  FAAEM  FACMT,0323354785, 0323354785, 978-0323354783,https://www.amazon.co.uk/Roberts-Clinical-Procedures-Emergency-Medicine/dp/0323354785/ref=sr_1_815?s=books&ie=UTF8&qid=1540479320&sr=1-815&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Grainger & Allison's Diagnostic Radiology: 2-Volume Set, 6e (2 Vol Set)","383,324",249.71,Andy Adam CBE  MB  BS (Hons)  PhD  FRCP  FRCR  FRCS  FFR RCSI (Hon)  FRANZCR (Hon)  FACR (Hon)  FMedSci,0702042951, 0702042951, 978-0702042959,https://www.amazon.co.uk/Grainger-Allisons-Diagnostic-Radiology-2/dp/0702042951/ref=sr_1_814?s=books&ie=UTF8&qid=1540479320&sr=1-814&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Combined Heating, Cooling & Power Handbook: Technologies & Applications, Second Edition","733,417",167.24,Neil Petchers,1466553340, 1466553340, 978-1466553347,https://www.amazon.co.uk/Combined-Heating-Cooling-Power-Handbook/dp/1466553340/ref=sr_1_813?s=books&ie=UTF8&qid=1540479320&sr=1-813&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Harrison's Principles of Internal Medicine 19/E (Vol.1 & Vol.2),"167,961",149.08,J. Larry Jameson,0071802150, 0071802150, 978-0071802154,https://www.amazon.co.uk/Harrisons-Principles-Internal-Medicine-Vol-1/dp/0071802150/ref=sr_1_810?s=books&ie=UTF8&qid=1540479320&sr=1-810&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
International Project Finance: Law and Practice,"431,093",237.77,John Dewar,0198715552, 0198715552, 978-0198715559,https://www.amazon.co.uk/International-Project-Finance-Law-Practice/dp/0198715552/ref=sr_1_809?s=books&ie=UTF8&qid=1540479320&sr=1-809&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Velocette: Technical Excellence Exemplified,"655,915",123.76,Ivan Rhodes,0850457173, 0850457173, 978-0850457179,https://www.amazon.co.uk/Velocette-Excellence-Exemplified-Ivan-Rhodes/dp/0850457173/ref=sr_1_808?s=books&ie=UTF8&qid=1540479320&sr=1-808&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Sail Ho! My Early Years at Sea,"482,674",294.96,Sir James Bisset,B0028A9ADS,Not available,Not available,https://www.amazon.co.uk/Sail-Ho-Early-Years-Sea/dp/B0028A9ADS/ref=sr_1_806?s=books&ie=UTF8&qid=1540479320&sr=1-806&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Farm,"827,974",324.82,J. Nickerson,0224062689, 0224062689, 978-0224062688,https://www.amazon.co.uk/Farm-J-Nickerson/dp/0224062689/ref=sr_1_805?s=books&ie=UTF8&qid=1540479320&sr=1-805&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Coulson on Construction Adjudication,"446,950",407.90,Peter Coulson QC,0198726546, 0198726546, 978-0198726548,https://www.amazon.co.uk/Coulson-Construction-Adjudication-Peter-QC/dp/0198726546/ref=sr_1_803?s=books&ie=UTF8&qid=1540479320&sr=1-803&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Anamorphic Art,"685,464",104.01,Jurgis Baltrusaitis,0859640299, 0859640299, 978-0859640299,https://www.amazon.co.uk/Anamorphic-Art-Jurgis-Baltrusaitis/dp/0859640299/ref=sr_1_797?s=books&ie=UTF8&qid=1540479302&sr=1-797&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Power Electronics Handbook,"266,948",153.63,Muhammad H. Rashid,012811407X, 9780128114070, 978-0128114070,https://www.amazon.co.uk/Power-Electronics-Handbook-Muhammad-Rashid/dp/012811407X/ref=sr_1_791?s=books&ie=UTF8&qid=1540479302&sr=1-791&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Color Chemistry: Syntheses, Properties, and Applications of Organic Dyes and Pigments","952,899",465.04,Heinrich Zollinger,3906390233, 3906390233, 978-3906390239,https://www.amazon.co.uk/Color-Chemistry-Syntheses-Properties-Applications/dp/3906390233/ref=sr_1_782?s=books&ie=UTF8&qid=1540479282&sr=1-782&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Operative Techniques: Hand and Wrist Surgery, 3e","475,434",138.00,Kevin C. Chung MD  MS,0323401910, 0323401910, 978-0323401913,https://www.amazon.co.uk/Operative-Techniques-Hand-Wrist-Surgery/dp/0323401910/ref=sr_1_776?s=books&ie=UTF8&qid=1540479282&sr=1-776&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Anatomy & Physiology for Speech, Language, and Hearing, 5th (with Anatesse Software Printed Access Card) (Mindtap Course List)","444,301",119.44,J. Seikel,1285198247, 9781285198248, 978-1285198248,https://www.amazon.co.uk/Anatomy-Physiology-Language-Anatesse-Software/dp/1285198247/ref=sr_1_775?s=books&ie=UTF8&qid=1540479282&sr=1-775&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Khoesan Languages (Routledge Language Family Series),"798,440",255.98,Rainer Vossen,0700712895, 0700712895, 978-0700712892,https://www.amazon.co.uk/Khoesan-Languages-Routledge-Language-Family/dp/0700712895/ref=sr_1_773?s=books&ie=UTF8&qid=1540479282&sr=1-773&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Bioactive Dietary Factors and Plant Extracts in Dermatology (Nutrition and Health),"700,516",126.84,Ronald Ross Watson,1627031669, 9781627031660, 978-1627031660,https://www.amazon.co.uk/Bioactive-Dietary-Extracts-Dermatology-Nutrition/dp/1627031669/ref=sr_1_772?s=books&ie=UTF8&qid=1540479282&sr=1-772&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Public Finance and Public Policy,"447,692",134.57,Jonathan Gruber,1464143331, 1464143331, 978-1464143335,https://www.amazon.co.uk/Public-Finance-Policy-Jonathan-Gruber/dp/1464143331/ref=sr_1_765?s=books&ie=UTF8&qid=1540479267&sr=1-765&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The SAGE Encyclopedia of Intercultural Competence,"790,427",254.34,Janet M Bennett,1452244286, 1452244286, 978-1452244280,https://www.amazon.co.uk/SAGE-Encyclopedia-Intercultural-Competence/dp/1452244286/ref=sr_1_762?s=books&ie=UTF8&qid=1540479267&sr=1-762&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Learn Biblical Hebrew Pack: Integrated for Use with Basics of Biblical Hebrew,"311,030",329.32,Miles V. Van Pelt,0310523915, 0310523915, 978-0310523918,https://www.amazon.co.uk/Learn-Biblical-Hebrew-Pack-Integrated/dp/0310523915/ref=sr_1_753?s=books&ie=UTF8&qid=1540479267&sr=1-753&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Georgia O'Keeffe: A Portrait by Alfred Stieglitz,"697,917",109.90,Alfred Stieglitz,0810965119, 0810965119, 978-0810965119,https://www.amazon.co.uk/Georgia-OKeeffe-Portrait-Alfred-Stieglitz/dp/0810965119/ref=sr_1_749?s=books&ie=UTF8&qid=1540479253&sr=1-749&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Medieval Hebrew Poetry in Muslim Egypt (Tudes Sur Le Judasme M'Di'val),"755,878",115.25,Joachim J.M.S. Yeshaya,9004191305, 9004191305, 978-9004191303,https://www.amazon.co.uk/Medieval-Hebrew-Poetry-Muslim-Judasme/dp/9004191305/ref=sr_1_742?s=books&ie=UTF8&qid=1540479253&sr=1-742&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Cancer Chemotherapy, Immunotherapy and Biotherapy","385,451",157.94,Bruce A. Chabner,1496375149, 1496375149, 978-1496375148,https://www.amazon.co.uk/Cancer-Chemotherapy-Immunotherapy-Biotherapy-Chabner/dp/1496375149/ref=sr_1_741?s=books&ie=UTF8&qid=1540479253&sr=1-741&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Nimrud and Its Remains,"665,269",175.00,M.E.L. Mallowan,0002115514, 0002115514, 978-0002115513,https://www.amazon.co.uk/Nimrud-Its-Remains-L-Mallowan/dp/0002115514/ref=sr_1_738?s=books&ie=UTF8&qid=1540479253&sr=1-738&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Liquidated Damages and Penalty Clauses,"346,177",119.25,Roger Halson,0198785135, 9780198785132, 978-0198785132,https://www.amazon.co.uk/Liquidated-Damages-Penalty-Clauses-Halson/dp/0198785135/ref=sr_1_737?s=books&ie=UTF8&qid=1540479253&sr=1-737&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Medieval Hebrew Poetry in Muslim Egypt (Tudes Sur Le Judasme M'Di'val),"755,878",115.25,Joachim J.M.S. Yeshaya,9004191305, 9004191305, 978-9004191303,https://www.amazon.co.uk/Medieval-Hebrew-Poetry-Muslim-Judasme/dp/9004191305/ref=sr_1_731?s=books&ie=UTF8&qid=1540479236&sr=1-731&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Cancer Chemotherapy, Immunotherapy and Biotherapy","385,451",157.94,Bruce A. Chabner,1496375149, 1496375149, 978-1496375148,https://www.amazon.co.uk/Cancer-Chemotherapy-Immunotherapy-Biotherapy-Chabner/dp/1496375149/ref=sr_1_730?s=books&ie=UTF8&qid=1540479236&sr=1-730&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Nimrud and Its Remains,"665,269",175.00,M.E.L. Mallowan,0002115514, 0002115514, 978-0002115513,https://www.amazon.co.uk/Nimrud-Its-Remains-L-Mallowan/dp/0002115514/ref=sr_1_727?s=books&ie=UTF8&qid=1540479236&sr=1-727&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Liquidated Damages and Penalty Clauses,"346,177",119.25,Roger Halson,0198785135, 9780198785132, 978-0198785132,https://www.amazon.co.uk/Liquidated-Damages-Penalty-Clauses-Halson/dp/0198785135/ref=sr_1_726?s=books&ie=UTF8&qid=1540479236&sr=1-726&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Small Animal Internal Medicine, 5e","372,979",111.46,Richard W. Nelson DVM,0323086829, 0323086829, 978-0323086820,https://www.amazon.co.uk/Small-Animal-Internal-Medicine-5e/dp/0323086829/ref=sr_1_725?s=books&ie=UTF8&qid=1540479236&sr=1-725&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Transnational Environmental Crime,"481,105",146.73,Lorraine Elliott,1783476222, 9781783476220, 978-1783476220,https://www.amazon.co.uk/Handbook-Transnational-Environmental-Lorraine-Elliott/dp/1783476222/ref=sr_1_724?s=books&ie=UTF8&qid=1540479236&sr=1-724&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Prints of Anni Albers: A Catalogue Raisonne: A Catalogue Raisonne, 1963-1984","589,397",188.70,Nicholas Fox Weber,8492480521, 8492480521, 978-8492480524,https://www.amazon.co.uk/Prints-Anni-Albers-Catalogue-1963-1984/dp/8492480521/ref=sr_1_722?s=books&ie=UTF8&qid=1540479236&sr=1-722&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The American Psychiatric Publishing Textbook of Geriatric Psychiatry,"643,074",125.02,David C. Steffens,1585624845, 1585624845, 978-1585624843,https://www.amazon.co.uk/American-Psychiatric-Publishing-Geriatric-Psychiatry/dp/1585624845/ref=sr_1_721?s=books&ie=UTF8&qid=1540479236&sr=1-721&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Law As Fact,"681,205",121.00,Karl. OLIVECRONA,B0007KBJ2Q,Not available,Not available,https://www.amazon.co.uk/Law-As-Fact-Karl-OLIVECRONA/dp/B0007KBJ2Q/ref=sr_1_719?s=books&ie=UTF8&qid=1540479221&sr=1-719&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Order of Christian Funerals Full Rite: Catholic Bishops Conference of England and Wales,"271,375",111.37,Catholic Bishops Conference of England and Wales,0860124371, 0860124371, 978-0860124375,https://www.amazon.co.uk/Order-Christian-Funerals-Full-Rite/dp/0860124371/ref=sr_1_714?s=books&ie=UTF8&qid=1540479221&sr=1-714&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Imaging Stuart Family Politics: Dynastic Crisis and Continuity (Visual Culture in Early Modernity),"636,548",104.34,Catriona Murray,1472424050, 1472424050, 978-1472424051,https://www.amazon.co.uk/Imaging-Stuart-Family-Politics-Continuity/dp/1472424050/ref=sr_1_713?s=books&ie=UTF8&qid=1540479221&sr=1-713&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Gabbard's Treatments of Psychiatric Disorders, Fifth Edition","556,228",117.29,Glen O. Gabbard,158562442X, 158562442X, 978-1585624423,https://www.amazon.co.uk/Gabbards-Treatments-Psychiatric-Disorders-Fifth/dp/158562442X/ref=sr_1_711?s=books&ie=UTF8&qid=1540479221&sr=1-711&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Politics of Online Copyright Enforcement in the EU: Access and Control (Information Technology and Global Governance),"624,855",158.86,Trisha Meyer,331950973X, 9783319509730, 978-3319509730,https://www.amazon.co.uk/Politics-Online-Copyright-Enforcement-Information/dp/331950973X/ref=sr_1_710?s=books&ie=UTF8&qid=1540479221&sr=1-710&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Poems of William Cowper: Volume III: 1785-1800: 1785-1800 Vol 3 (Oxford English Texts),"623,830",132.13,William Cowper,0198182961, 0198182961, 978-0198182962,https://www.amazon.co.uk/Poems-William-Cowper-1785-1800-English/dp/0198182961/ref=sr_1_709?s=books&ie=UTF8&qid=1540479221&sr=1-709&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Birds of America: The Bien Choromolithographic Edition,"270,736",199.72,John James Audubon,0393088650, 9780393088656, 978-0393088656,https://www.amazon.co.uk/Birds-America-Bien-Choromolithographic/dp/0393088650/ref=sr_1_708?s=books&ie=UTF8&qid=1540479221&sr=1-708&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
British Aviation: The Pioneer Years,"617,735",141.00,Harald Penrose,0370001222, 0370001222, 978-0370001227,https://www.amazon.co.uk/British-Aviation-Pioneer-Harald-Penrose/dp/0370001222/ref=sr_1_707?s=books&ie=UTF8&qid=1540479221&sr=1-707&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Echocardiography in Pediatric and Adult Congenital Heart Disease,"446,041",140.76,Benjamin W. Eidem MD  FACC  FASE,1451191227, 9781451191226, 978-1451191226,https://www.amazon.co.uk/Echocardiography-Pediatric-Adult-Congenital-Disease/dp/1451191227/ref=sr_1_706?s=books&ie=UTF8&qid=1540479221&sr=1-706&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Bianchi: Die Geschichte der großen italienischen Fahrradmarke,"525,860",221.42,Daniele Marchesini,3768852970, 3768852970, 978-3768852975,https://www.amazon.co.uk/Bianchi-Geschichte-gro%C3%9Fen-italienischen-Fahrradmarke/dp/3768852970/ref=sr_1_705?s=books&ie=UTF8&qid=1540479221&sr=1-705&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Poems of William Cowper: Volume III: 1785-1800: 1785-1800 Vol 3 (Oxford English Texts),"623,830",132.13,William Cowper,0198182961, 0198182961, 978-0198182962,https://www.amazon.co.uk/Poems-William-Cowper-1785-1800-English/dp/0198182961/ref=sr_1_703?s=books&ie=UTF8&qid=1540479206&sr=1-703&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Birds of America: The Bien Choromolithographic Edition,"270,736",199.72,John James Audubon,0393088650, 9780393088656, 978-0393088656,https://www.amazon.co.uk/Birds-America-Bien-Choromolithographic/dp/0393088650/ref=sr_1_702?s=books&ie=UTF8&qid=1540479206&sr=1-702&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
British Aviation: The Pioneer Years,"617,735",141.00,Harald Penrose,0370001222, 0370001222, 978-0370001227,https://www.amazon.co.uk/British-Aviation-Pioneer-Harald-Penrose/dp/0370001222/ref=sr_1_701?s=books&ie=UTF8&qid=1540479206&sr=1-701&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Echocardiography in Pediatric and Adult Congenital Heart Disease,"446,041",140.76,Benjamin W. Eidem MD  FACC  FASE,1451191227, 9781451191226, 978-1451191226,https://www.amazon.co.uk/Echocardiography-Pediatric-Adult-Congenital-Disease/dp/1451191227/ref=sr_1_700?s=books&ie=UTF8&qid=1540479206&sr=1-700&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Bianchi: Die Geschichte der großen italienischen Fahrradmarke,"525,860",221.42,Daniele Marchesini,3768852970, 3768852970, 978-3768852975,https://www.amazon.co.uk/Bianchi-Geschichte-gro%C3%9Fen-italienischen-Fahrradmarke/dp/3768852970/ref=sr_1_699?s=books&ie=UTF8&qid=1540479206&sr=1-699&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Osborn's Brain, 2e","257,279",224.02,Anne G. Osborn MD  FACR,0323477763, 9780323477765, 978-0323477765,https://www.amazon.co.uk/Osborns-Brain-Anne-Osborn-FACR/dp/0323477763/ref=sr_1_697?s=books&ie=UTF8&qid=1540479206&sr=1-697&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"A Season in Dornoch: Golf and Life in the Scottish Highlands Hardcover November 6, 2001","545,797",290.00,No Author Specified!!,B010EUMYN6,Not available,Not available,https://www.amazon.co.uk/Season-Dornoch-Scottish-Highlands-Hardcover/dp/B010EUMYN6/ref=sr_1_696?s=books&ie=UTF8&qid=1540479206&sr=1-696&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Oxford Principles of European Union Law: Volume 1: The European Union Legal Order,"509,834",272.34,Robert Schütze,0199533776, 0199533776, 978-0199533770,https://www.amazon.co.uk/Oxford-Principles-European-Union-Law/dp/0199533776/ref=sr_1_695?s=books&ie=UTF8&qid=1540479206&sr=1-695&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
