Title,BSR,Price in £ (starting from),Author,Book Type,ASIN,ISBN-10,ISBN-13,URL
Adsorption Surface Area and Porosity,"6,215,324","2,000.00",Sidney John Gregg,Hardcover,0123009502, 0123009502, 978-0123009500,https://www.amazon.co.uk/Adsorption-Surface-Porosity-Sidney-Gregg/dp/0123009502/ref=sr_1_632?s=books&ie=UTF8&qid=1540641816&sr=1-632&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"ANATOMY DOMESTIC ANIMALS 5, NICKEL ET AL","6,281,855","2,000.00",NICKEL,Hardcover,0387911340, 0387911340, 978-0387911342,https://www.amazon.co.uk/ANATOMY-DOMESTIC-ANIMALS-NICKEL-AL/dp/0387911340/ref=sr_1_572?s=books&ie=UTF8&qid=1540641744&sr=1-572&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Winning in the Workplace: Adr Strategies for Employment Disputes,"8,147,454","2,000.00",Peter J. Bishop,Hardcover,0459562541, 0459562541, 978-0459562540,https://www.amazon.co.uk/Winning-Workplace-Strategies-Employment-Disputes/dp/0459562541/ref=sr_1_541?s=books&ie=UTF8&qid=1540641713&sr=1-541&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Exclusive Economic Zone: Regime and Legal Nature under International Law (Cambridge Studies in International and Comparative Law),"4,505,722","2,000.00",Francisco Orrego Vicuña,Hardcover,0521351359, 0521351359, 978-0521351355,https://www.amazon.co.uk/Exclusive-Economic-Zone-International-Comparative/dp/0521351359/ref=sr_1_523?s=books&ie=UTF8&qid=1540641698&sr=1-523&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Rebirth of Painting in the Late Twentieth Century,"4,942,991","2,000.00",Donald Kuspit,Hardcover,0521662184, 0521662184, 978-0521662185,https://www.amazon.co.uk/Rebirth-Painting-Late-Twentieth-Century/dp/0521662184/ref=sr_1_522?s=books&ie=UTF8&qid=1540641698&sr=1-522&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Dugongs (Nature's Children),"7,781,441","2,000.00",Geoff Miller,Hardcover,0717293637, 0717293637, 978-0717293636,https://www.amazon.co.uk/Dugongs-Natures-Children-Geoff-Miller/dp/0717293637/ref=sr_1_473?s=books&ie=UTF8&qid=1540641652&sr=1-473&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Tale of Peter Rabbit,"5,112,671","2,000.00",Beatrix Potter,Hardcover,0723206708, 0723206708, 978-0723206705,https://www.amazon.co.uk/Tale-Peter-Rabbit-Beatrix-Potter/dp/0723206708/ref=sr_1_471?s=books&ie=UTF8&qid=1540641652&sr=1-471&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
International Regimes and Norway's Environmental Policy: Crossfire and Coherence (Ashgate Studies in Environmental Policy and Practice),"7,137,225","2,000.00",Jon Birger Skjaerseth,Hardcover,0754642267, 0754642267, 978-0754642268,https://www.amazon.co.uk/International-Regimes-Norways-Environmental-Policy/dp/0754642267/ref=sr_1_461?s=books&ie=UTF8&qid=1540641634&sr=1-461&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
A Genealogy Of Political Culture (Political Cultures),"9,722,368","2,000.00",Michael E Brint,Hardcover,0813379636, 0813379636, 978-0813379630,https://www.amazon.co.uk/Genealogy-Political-Culture-Cultures/dp/0813379636/ref=sr_1_428?s=books&ie=UTF8&qid=1540641597&sr=1-428&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
John Dewey: America's Philosopher of Democracy (20th Century Political Thinkers),"8,986,296","2,000.00",David Fott,Hardcover,0847687597, 0847687597, 978-0847687596,https://www.amazon.co.uk/John-Dewey-Philosopher-Democracy-Political/dp/0847687597/ref=sr_1_394?s=books&ie=UTF8&qid=1540641559&sr=1-394&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Butler's Saints of the Third Millennium: Butler's Lives of the Saints - Supplementary Volume,"8,930,790","1,999.99",Paul Burns,Hardcover,0860123820, 0860123820, 978-0860123828,https://www.amazon.co.uk/Butlers-Saints-Third-Millennium-Supplementary/dp/0860123820/ref=sr_1_389?s=books&ie=UTF8&qid=1540641559&sr=1-389&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Men on Divorce,"5,041,650","1,999.99",Denise Winn,Hardcover,0861885244, 0861885244, 978-0861885244,https://www.amazon.co.uk/Men-Divorce-Denise-Winn/dp/0861885244/ref=sr_1_388?s=books&ie=UTF8&qid=1540641559&sr=1-388&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The A-to-Z of Pregnancy and Childbirth: a Concise Encyclopedia,"8,786,633","2,000.00",Nancy Evans,Hardcover,089793136X, 089793136X, 978-0897931366,https://www.amazon.co.uk/Z-Pregnancy-Childbirth-Concise-Encyclopedia/dp/089793136X/ref=sr_1_354?s=books&ie=UTF8&qid=1540641521&sr=1-354&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Depth Over Time: Kundalini Mahayoga: A Path of Transformation and Liberation,"7,510,257","2,000.00",Swami Khecaranatha,Hardcover,1452016275, 1452016275, 978-1452016276,https://www.amazon.co.uk/Depth-Over-Time-Transformation-Liberation/dp/1452016275/ref=sr_1_315?s=books&ie=UTF8&qid=1540641476&sr=1-315&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Dolphin's First Day/Primer dia del delfin (Smithsonian Oceanic Collection),"6,588,696","2,000.00",Kathleen Weidner Zoehfeld,Hardcover,1592498485, 1592498485, 978-1592498482,https://www.amazon.co.uk/Dolphins-Primer-Smithsonian-Oceanic-Collection/dp/1592498485/ref=sr_1_296?s=books&ie=UTF8&qid=1540641458&sr=1-296&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Happiest Day of My Life (Harry),"5,410,153","2,000.00",Gillie Schattner,Hardcover,1741661536, 1741661536, 978-1741661538,https://www.amazon.co.uk/Happiest-Day-My-Life-Harry/dp/1741661536/ref=sr_1_285?s=books&ie=UTF8&qid=1540641446&sr=1-285&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Hooked,"8,827,471","2,000.00",John Franc,Hardcover,1935639153, 1935639153, 978-1935639152,https://www.amazon.co.uk/Hooked-John-Franc/dp/1935639153/ref=sr_1_266?s=books&ie=UTF8&qid=1540641425&sr=1-266&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Paul Klee: Catalogue Raisonne - Volume 2: 1913-1918 (german edition) (Paul Klee Catalogue Raisonné),"3,718,974","1,999.00",Paul Klee Foundation,Hardcover,3716511013, 3716511013, 978-3716511015,https://www.amazon.co.uk/Paul-Klee-Catalogue-Raisonne-1913-1918/dp/3716511013/ref=sr_1_258?s=books&ie=UTF8&qid=1540641425&sr=1-258&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Harvest of Leisure Translated from Tsure-Zure-Gusa,"9,874,292","1,999.99",Kurata. (Ryukichi). Translated from the Tsure-Zure Gusa By.,Hardcover,B0019H8NTI,Not available,Not available,https://www.amazon.co.uk/Harvest-Leisure-Translated-Tsure-Zure-Gusa/dp/B0019H8NTI/ref=sr_1_220?s=books&ie=UTF8&qid=1540641373&sr=1-220&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"[THE TWO SUBTERRANEAN GROTTOES BY (AUTHOR)KUHN, ALVIN BOYD]THE TWO SUBTERRANEAN GROTTOES[HARDCOVER]09-10-2010","8,893,305","2,000.00",Alvin Boyd Kuhn,Hardcover,B0079FAG7Q,Not available,Not available,https://www.amazon.co.uk/SUBTERRANEAN-GROTTOES-AUTHOR-HARDCOVER-09-10-2010/dp/B0079FAG7Q/ref=sr_1_213?s=books&ie=UTF8&qid=1540641373&sr=1-213&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"[(Song of the Necromancer and Others: The Complete Poems from Weird Tales by Clark Ashton Smith)] [Author: Stephen Jones] published on (March, 2010)","6,161,233","2,000.00",Stephen Jones,Hardcover,B00XX5Z9BE,Not available,Not available,https://www.amazon.co.uk/Song-Necromancer-Others-Complete-published/dp/B00XX5Z9BE/ref=sr_1_193?s=books&ie=UTF8&qid=1540641357&sr=1-193&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
France: The Beautiful Cookbook,"3,003,336","1,999.99",Elisabeth Scotto,Hardcover,0671712411, 0671712411, 978-0671712419,https://www.amazon.co.uk/France-Beautiful-Cookbook-Elisabeth-Scotto/dp/0671712411/ref=sr_1_117?s=books&ie=UTF8&qid=1540641270&sr=1-117&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"[ BLEAK HOUSE ] by Dickens, Charles ( Author ) [ Sep- 26-1991 ] [ Hardback ]","2,029,285","1,999.00",Charles Dickens,Hardcover,B009XPZDU0,Not available,Not available,https://www.amazon.co.uk/Dickens-Charles-Author-26-1991-Hardback/dp/B009XPZDU0/ref=sr_1_116?s=books&ie=UTF8&qid=1540641270&sr=1-116&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Domestic Violence: A Multi-professional Approach for Health Professionals,"4,098,599","2,000.00",June Keeling,Hardcover,033522282X, 033522282X, 978-0335222827,https://www.amazon.co.uk/Domestic-Violence-Multi-professional-Approach-Professionals/dp/033522282X/ref=sr_1_114?s=books&ie=UTF8&qid=1540641270&sr=1-114&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Fashions in Hair the 1st 5000 Years,"5,052,563","2,000.00",Richard Corson,Hardcover,0391001671, 0391001671, 978-0391001671,https://www.amazon.co.uk/Fashions-Hair-1st-5000-Years/dp/0391001671/ref=sr_1_113?s=books&ie=UTF8&qid=1540641270&sr=1-113&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Genesis of Modern Management: Study of the Industrial Revolution in Great Britain (Modern Revivals in Economic & Social History S.),"4,225,504","2,000.00",Sidney Pollard,Hardcover,0751201871, 0751201871, 978-0751201871,https://www.amazon.co.uk/Genesis-Modern-Management-Industrial-Revolution/dp/0751201871/ref=sr_1_111?s=books&ie=UTF8&qid=1540641253&sr=1-111&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Musee D'Orsay (Art & Architecture),"8,195,671","2,000.00",Peter J. Gartner,Hardcover,0841600503, 0841600503, 978-0841600508,https://www.amazon.co.uk/Musee-DOrsay-Architecture-Peter-Gartner/dp/0841600503/ref=sr_1_106?s=books&ie=UTF8&qid=1540641253&sr=1-106&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"(The Measure of the Magic) By Brooks, Terry (Author) Hardcover on 23-Aug-2011","7,303,968","1,999.00",Terry Brooks,Hardcover,B0062YUXX2,Not available,Not available,https://www.amazon.co.uk/Measure-Brooks-Author-Hardcover-23-Aug-2011/dp/B0062YUXX2/ref=sr_1_101?s=books&ie=UTF8&qid=1540641253&sr=1-101&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"(A HOUSE OF POMEGRANATES) BY Hardcover (Author) Hardcover Published on (09 , 2011)","9,019,282","1,999.00",No Author Specified!!,Hardcover,B0068GNINQ,Not available,Not available,https://www.amazon.co.uk/HOUSE-POMEGRANATES-Hardcover-Author-Published/dp/B0068GNINQ/ref=sr_1_99?s=books&ie=UTF8&qid=1540641253&sr=1-99&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"Harry Potter And The Sorcerer's Stone by Rowling, J.K. (1998) Hardcover","4,851,594","1,999.00",No Author Specified!!,Hardcover,B00M0IJ71S,Not available,Not available,https://www.amazon.co.uk/Harry-Potter-Sorcerers-Rowling-Hardcover/dp/B00M0IJ71S/ref=sr_1_93?s=books&ie=UTF8&qid=1540641239&sr=1-93&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Thatcherism and British Politics: The End of Consensus?,"9,404,323","2,000.00",Dennis Kavanagh,Hardcover,0198275226, 0198275226, 978-0198275220,https://www.amazon.co.uk/Thatcherism-British-Politics-End-Consensus/dp/0198275226/ref=sr_1_74?s=books&ie=UTF8&qid=1540641223&sr=1-74&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Feisty Fiancee (Romance),"6,898,350","2,000.00",Jessica Steele,Hardcover,0263166902, 0263166902, 978-0263166903,https://www.amazon.co.uk/Feisty-Fiancee-Romance-Jessica-Steele/dp/0263166902/ref=sr_1_72?s=books&ie=UTF8&qid=1540641223&sr=1-72&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Part-Time Marriage (Romance),"4,472,648","2,000.00",Jessica Steele,Hardcover,0263172813, 0263172813, 978-0263172812,https://www.amazon.co.uk/Part-Time-Marriage-Romance-Jessica-Steele/dp/0263172813/ref=sr_1_71?s=books&ie=UTF8&qid=1540641223&sr=1-71&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Conflicts in the Middle East since 1945 (The Making of the Contemporary World),"5,911,952","2,000.00",Beverley Milton-Edwards,Hardcover,041531786X, 041531786X, 978-0415317863,https://www.amazon.co.uk/Conflicts-Middle-since-Making-Contemporary/dp/041531786X/ref=sr_1_67?s=books&ie=UTF8&qid=1540641223&sr=1-67&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Handbook of Arbitration Practice,"3,912,462","2,000.00",Ronald Bernstein,Hardcover,0421565403, 0421565403, 978-0421565401,https://www.amazon.co.uk/Handbook-Arbitration-Practice-Ronald-Bernstein/dp/0421565403/ref=sr_1_66?s=books&ie=UTF8&qid=1540641223&sr=1-66&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
An Introduction to Sociolinguistics (Blackwell Textbooks in Linguistics),"4,739,450","2,000.00",Ronald Wardhaugh,Hardcover,0631204989, 0631204989, 978-0631204985,https://www.amazon.co.uk/Introduction-Sociolinguistics-Blackwell-Textbooks-Linguistics/dp/0631204989/ref=sr_1_62?s=books&ie=UTF8&qid=1540641208&sr=1-62&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Close Her Eyes (Large Print Edition),"5,062,249","2,000.00",Dorothy Simpson,Hardcover,0708914500, 0708914500, 978-0708914502,https://www.amazon.co.uk/Close-Her-Eyes-Large-Print/dp/0708914500/ref=sr_1_59?s=books&ie=UTF8&qid=1540641208&sr=1-59&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Pioneers of Modern Craft: Twelve Essays Profiling Key Figures in the History of Contemporary Crafts (Studies in Design and Material Culture),"3,569,741","2,000.00",Margot Coatts,Hardcover,0719050588, 0719050588, 978-0719050589,https://www.amazon.co.uk/Pioneers-Modern-Craft-Profiling-Contemporary/dp/0719050588/ref=sr_1_56?s=books&ie=UTF8&qid=1540641208&sr=1-56&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Complete Book of Silk Screen Printing Production,"9,177,951","2,000.00",J. I. Biegeleisen,Hardcover,084461677X, 084461677X, 978-0844616773,https://www.amazon.co.uk/Complete-Book-Screen-Printing-Production/dp/084461677X/ref=sr_1_38?s=books&ie=UTF8&qid=1540641189&sr=1-38&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
The Rains Came: A Novel of Modern India,"4,741,358","2,000.00",Louis Bromfield,Hardcover,0884115054, 0884115054, 978-0884115052,https://www.amazon.co.uk/Rains-Came-Novel-Modern-India/dp/0884115054/ref=sr_1_36?s=books&ie=UTF8&qid=1540641189&sr=1-36&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
Panic: A Leopold Blake Thriller,"8,059,983","2,000.00",Nick Stephenson,Hardcover,0957616716, 0957616716, 978-0957616714,https://www.amazon.co.uk/Panic-Leopold-Thriller-Nick-Stephenson/dp/0957616716/ref=sr_1_34?s=books&ie=UTF8&qid=1540641189&sr=1-34&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"(Practical Praying: Using the Rosary to Enhance Your Life [With CD (Audio)]) By Edward, John (Author) Hardcover on 04-May-2010","8,133,708","2,000.00",John Lewis Burckhardt,Hardcover,B005M967VK,Not available,Not available,https://www.amazon.co.uk/Practical-Praying-Enhance-Hardcover-04-May-2010/dp/B005M967VK/ref=sr_1_26?s=books&ie=UTF8&qid=1540641172&sr=1-26&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
By Sue Glover Bondagers & the Straw Chair (Modern Plays),"3,643,377","1,999.00",Sue Glover,Hardcover,B00NBNL9ZI,Not available,Not available,https://www.amazon.co.uk/Glover-Bondagers-Straw-Chair-Modern/dp/B00NBNL9ZI/ref=sr_1_23?s=books&ie=UTF8&qid=1540641172&sr=1-23&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"Wind in the Willows, The Vol.1: The Wild Wood","2,465,472","2,000.00",Kenneth Grahame,Hardcover,1905460007, 1905460007, 978-1905460007,https://www.amazon.co.uk/Wind-Willows-Vol-1-Wild-Wood/dp/1905460007/ref=sr_1_9/260-5000688-2709001?s=books&ie=UTF8&qid=1540641160&sr=1-9&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"England's Dreaming: The ""Sex Pistols"" and Punk Rock by Savage, Jon ( 1992 )","1,501,866","2,000.00",Unnamed,Hardcover,B00E31OSXC,Not available,Not available,https://www.amazon.co.uk/Englands-Dreaming-Pistols-Punk-Savage/dp/B00E31OSXC/ref=sr_1_8/260-5000688-2709001?s=books&ie=UTF8&qid=1540641160&sr=1-8&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"The Beginnings of Rome, 753-264 B.C. (The Routledge History of the Ancient World)","4,374,188","2,000.00",Tim Cornell,Hardcover,0415015952, 0415015952, 978-0415015950,https://www.amazon.co.uk/Beginnings-753-264-Routledge-History-Ancient/dp/0415015952/ref=sr_1_7/260-5000688-2709001?s=books&ie=UTF8&qid=1540641160&sr=1-7&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
"[(The Majical World of John Clare)] [ By (author) Marianna Kneller ] [April, 2014]","1,689,596","1,999.00",Marianna Kneller,Hardcover,B00QAVHUB0,Not available,Not available,https://www.amazon.co.uk/Majical-World-author-Marianna-Kneller/dp/B00QAVHUB0/ref=sr_1_6/260-5000688-2709001?s=books&ie=UTF8&qid=1540641160&sr=1-6&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A199900-200000
