Title,BSR,Price in £ (starting from),Author,Book Type,ASIN,ISBN-10,ISBN-13,URL
The New and Revised Handbook of Marks on Chinese Ceramics,"925,241","1,680.00",Gerald Davison,Hardcover,0956451810, 0956451810, 978-0956451811,https://www.amazon.co.uk/Revised-Handbook-Marks-Chinese-Ceramics/dp/0956451810/ref=sr_1_1032?s=books&ie=UTF8&qid=1540502603&sr=1-1032&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Vienna Conventions on the Law of Treaties: A Commentary (Oxford Commentaries on International Law) by Olivier Corten (2011-05-26),"320,122","1,383.51",Olivier Corten;Pierre Klein,Hardcover,B01JXQVI7U,Not available,Not available,https://www.amazon.co.uk/Vienna-Conventions-Law-Treaties-International/dp/B01JXQVI7U/ref=sr_1_946?s=books&ie=UTF8&qid=1540502518&sr=1-946&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Irredeemable Premier Vol. 4,"726,983","1,520.07",Mark Waid,Hardcover,1608869784, 1608869784, 978-1608869787,https://www.amazon.co.uk/Irredeemable-Premier-Vol-Mark-Waid/dp/1608869784/ref=sr_1_812?s=books&ie=UTF8&qid=1540502366&sr=1-812&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Helen Frankenthaler: Paintings 1959-2002,"882,879","1,637.79",Matthew Collings,Hardcover,1872784380, 1872784380, 978-1872784380,https://www.amazon.co.uk/Helen-Frankenthaler-Paintings-Matthew-Collings/dp/1872784380/ref=sr_1_805?s=books&ie=UTF8&qid=1540502366&sr=1-805&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Encyclopedia Mythologica: Dragons and Monsters,"723,770","1,397.72",Matthew Reinhart,Hardcover,1406327794, 1406327794, 978-1406327793,https://www.amazon.co.uk/Encyclopedia-Mythologica-Monsters-Matthew-Reinhart/dp/1406327794/ref=sr_1_766?s=books&ie=UTF8&qid=1540502309&sr=1-766&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Popcorn: In The Past: Seaside Holidays,"1,427,529","1,520.99",Dereen Taylor,Hardcover,0750257814, 0750257814, 978-0750257817,https://www.amazon.co.uk/Popcorn-Seaside-Holidays-Dereen-Taylor/dp/0750257814/ref=sr_1_765?s=books&ie=UTF8&qid=1540502309&sr=1-765&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Complete Anglican Hymns Old and New: Melody Edition,"722,533","1,634.30",KM Publishing,Hardcover,1840038985, 1840038985, 978-1840038989,https://www.amazon.co.uk/Complete-Anglican-Hymns-Old-New/dp/1840038985/ref=sr_1_732?s=books&ie=UTF8&qid=1540502275&sr=1-732&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Perennials and their Garden Habitats,"1,420,232","1,217.00",Richard Hansen,Hardcover,0521351944, 0521351944, 978-0521351942,https://www.amazon.co.uk/Perennials-Garden-Habitats-Richard-Hansen/dp/0521351944/ref=sr_1_649?s=books&ie=UTF8&qid=1540502185&sr=1-649&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
You Can Draw Transformers,"1,100,663","1,184.89",Simon Furman,Hardcover,1405318406, 1405318406, 978-1405318402,https://www.amazon.co.uk/You-Draw-Transformers-Simon-Furman/dp/1405318406/ref=sr_1_605?s=books&ie=UTF8&qid=1540502139&sr=1-605&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Complete Short Stories of W. Somerset Maugham. Volume I,"1,281,329","1,051.77",W. Somerset Maugham,Hardcover,B002QKYGCU,Not available,Not available,https://www.amazon.co.uk/Complete-Short-Stories-Somerset-Maugham/dp/B002QKYGCU/ref=sr_1_597?s=books&ie=UTF8&qid=1540502139&sr=1-597&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Enid Marx: Design (Design (Antique Collector's Club)),"611,619","1,174.16",Ruth Artmonsky,Hardcover,1851497528, 1851497528, 978-1851497522,https://www.amazon.co.uk/Enid-Marx-Design-Antique-Collectors/dp/1851497528/ref=sr_1_589?s=books&ie=UTF8&qid=1540502123&sr=1-589&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Anahid's Gourmet Cookbook,"1,341,437","1,647.81",Anahid Doniguian,Hardcover,9953373477, 9953373477, 978-9953373478,https://www.amazon.co.uk/Anahids-Gourmet-Cookbook-Anahid-Doniguian/dp/9953373477/ref=sr_1_567?s=books&ie=UTF8&qid=1540502105&sr=1-567&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Hospital Looks at Itself: Essays from Claybury ([Problems of society]),"1,340,790","1,000.00",Elizabeth Shoenberg,Hardcover,0851810047, 0851810047, 978-0851810041,https://www.amazon.co.uk/Hospital-Looks-Itself-Claybury-Problems/dp/0851810047/ref=sr_1_549?s=books&ie=UTF8&qid=1540502085&sr=1-549&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"Elegant wits and grand horizontals: Paris, la belle epoque","1,110,510","1,001.60",Cornelia Otis Skinner,Hardcover,B0000CLP4W, B0000CLP4W,Not available,https://www.amazon.co.uk/Elegant-wits-grand-horizontals-epoque/dp/B0000CLP4W/ref=sr_1_541?s=books&ie=UTF8&qid=1540502067&sr=1-541&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Haskell 98 Language and Libraries: The Revised Report,"1,366,964","1,727.00",Simon Peyton Jones,Hardcover,0521826144, 9780521826143, 978-0521826143,https://www.amazon.co.uk/Haskell-98-Language-Libraries-Revised/dp/0521826144/ref=sr_1_539?s=books&ie=UTF8&qid=1540502067&sr=1-539&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
THE SENSE OF THE PAST. BY HENRY JAMES. PREFACE BY PERCY LUBBOCK. FIRST EDITION : 1917.,"1,353,691","1,079.83",No Author Specified!!,Hardcover,B008JHYFA2,Not available,Not available,https://www.amazon.co.uk/SENSE-PAST-JAMES-PREFACE-LUBBOCK/dp/B008JHYFA2/ref=sr_1_538?s=books&ie=UTF8&qid=1540502067&sr=1-538&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Gone Rustic,"1,377,763","1,000.00",Cecil Roberts,Hardcover,B000S3066M,Not available,Not available,https://www.amazon.co.uk/Gone-Rustic-Cecil-Roberts/dp/B000S3066M/ref=sr_1_532?s=books&ie=UTF8&qid=1540502067&sr=1-532&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Basic Quantum Mechanics (Oxford Physics S.),"904,767","1,022.00",J. L. Martin,Hardcover,0198518153, 0198518153, 978-0198518150,https://www.amazon.co.uk/Basic-Quantum-Mechanics-Oxford-Physics/dp/0198518153/ref=sr_1_494?s=books&ie=UTF8&qid=1540502015&sr=1-494&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Louise Mountbatten: Queen of Sweden,"1,412,016","1,226.30",M. Fjellman,Hardcover,0049230441, 0049230441, 978-0049230446,https://www.amazon.co.uk/Louise-Mountbatten-Sweden-M-Fjellman/dp/0049230441/ref=sr_1_472?s=books&ie=UTF8&qid=1540501997&sr=1-472&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Air Spy - The Story of Photo Intelligence in World War II,"1,480,382","1,009.26",Constance Babington-Smith,Hardcover,B000WAI29O,Not available,Not available,https://www.amazon.co.uk/Air-Spy-Story-Photo-Intelligence/dp/B000WAI29O/ref=sr_1_455?s=books&ie=UTF8&qid=1540501981&sr=1-455&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Outlaw,"912,839","1,465.99",Angus Donald,Hardcover,0750532424, 0750532424, 978-0750532426,https://www.amazon.co.uk/Outlaw-Angus-Donald/dp/0750532424/ref=sr_1_433?s=books&ie=UTF8&qid=1540501967&sr=1-433&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Teach Yourself Malay Book/CD Pack (Teach Yourself Complete Course),"1,474,611","1,266.15",Christopher Byrnes,Hardcover,034090755X, 034090755X, 978-0340907559,https://www.amazon.co.uk/Teach-Yourself-Malay-Complete-Course/dp/034090755X/ref=sr_1_426?s=books&ie=UTF8&qid=1540501953&sr=1-426&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"The English Village Constable, 1580-1642: A Social and Administrative Study","1,266,158","1,611.57",Joan R. Kent,Hardcover,0198229135, 0198229135, 978-0198229131,https://www.amazon.co.uk/English-Village-Constable-1580-1642-Administrative/dp/0198229135/ref=sr_1_417?s=books&ie=UTF8&qid=1540501953&sr=1-417&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"Communication, Action and Meaning: The Creation of Social Realities (Praeger Special Studies : Praeger Scientific)","1,055,073","1,194.63",W. Barnett Pearce,Hardcover,0030576113, 9780030576119, 978-0030576119,https://www.amazon.co.uk/Communication-Action-Meaning-Realities-Scientific/dp/0030576113/ref=sr_1_413?s=books&ie=UTF8&qid=1540501934&sr=1-413&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Measurement of Intelligence by Drawings (Classics in Child Development),"1,412,162","1,390.98",Florence Laura Goodenough,Hardcover,0405064624, 0405064624, 978-0405064623,https://www.amazon.co.uk/Measurement-Intelligence-Drawings-Classics-Development/dp/0405064624/ref=sr_1_404?s=books&ie=UTF8&qid=1540501934&sr=1-404&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The High Road to England: An Autobiography,"1,063,191","1,285.06",Ian Fraser,Hardcover,0859552500, 0859552500, 978-0859552509,https://www.amazon.co.uk/High-Road-England-Autobiography/dp/0859552500/ref=sr_1_403?s=books&ie=UTF8&qid=1540501934&sr=1-403&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Collected Works: Vol. 38 Philosophical Notebooks,"1,391,107","1,029.82",V.I. Lenin,Hardcover,B0007JMHYG,Not available,Not available,https://www.amazon.co.uk/Collected-Works-Vol-Philosophical-Notebooks/dp/B0007JMHYG/ref=sr_1_397?s=books&ie=UTF8&qid=1540501923&sr=1-397&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Mass In Slow Motion,"1,234,093","1,024.60",Ronald Knox,Hardcover,B0006ARMDM,Not available,Not available,https://www.amazon.co.uk/Mass-Slow-Motion-Ronald-Knox/dp/B0006ARMDM/ref=sr_1_394?s=books&ie=UTF8&qid=1540501923&sr=1-394&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The School at the Chalet,"820,620","1,686.99",Elinor M. Brent-Dyer,Hardcover,0550307001, 0550307001, 978-0550307002,https://www.amazon.co.uk/School-at-Chalet-Elinor-Brent-Dyer/dp/0550307001/ref=sr_1_377?s=books&ie=UTF8&qid=1540501905&sr=1-377&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Tyne Tunnels,"812,875","1,381.99",Tamsin Greulich,Hardcover,1908695420, 1908695420, 978-1908695420,https://www.amazon.co.uk/Tyne-Tunnels-Tamsin-Greulich/dp/1908695420/ref=sr_1_369?s=books&ie=UTF8&qid=1540501905&sr=1-369&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"Images of Otherness in Medieval and Early Modern Times: Exclusion, Inclusion, Assimilation","1,300,477","1,196.19",Anja Eisenbei,Hardcover,3422070699, 3422070699, 978-3422070691,https://www.amazon.co.uk/Images-Otherness-Medieval-Early-Modern/dp/3422070699/ref=sr_1_366?s=books&ie=UTF8&qid=1540501886&sr=1-366&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Development and Evolution of Butterfly Wing Patterns (Smithsonian Series in Comparative Evolutionary Biology),"1,347,569","1,577.92",H. Frederik Nijhout,Hardcover,0874749212, 0874749212, 978-0874749212,https://www.amazon.co.uk/Development-Evolution-Smithsonian-Comparative-Evolutionary/dp/0874749212/ref=sr_1_344?s=books&ie=UTF8&qid=1540501870&sr=1-344&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Gangrene (A Richard Seaver book),"1,141,467","1,096.72",Jef Geeraerts,Hardcover,0670334006, 0670334006, 978-0670334001,https://www.amazon.co.uk/Gangrene-Richard-Seaver-book-Geeraerts/dp/0670334006/ref=sr_1_335?s=books&ie=UTF8&qid=1540501854&sr=1-335&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
AN OUTLINE OF ENGLISH LOCAL GOVERNMENT.,"998,671","1,060.84",Edward. Jenks,Hardcover,B00087054G,Not available,Not available,https://www.amazon.co.uk/OUTLINE-ENGLISH-LOCAL-GOVERNMENT/dp/B00087054G/ref=sr_1_333?s=books&ie=UTF8&qid=1540501854&sr=1-333&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
An Introduction to Formal Logic,"952,580","1,651.54",Peter Smith,Hardcover,0521810337, 0521810337, 978-0521810333,https://www.amazon.co.uk/Introduction-Formal-Logic-Peter-Smith/dp/0521810337/ref=sr_1_331?s=books&ie=UTF8&qid=1540501854&sr=1-331&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Licensing Law and Practice,"1,040,674","1,404.99",Philip Hyde,Hardcover,042195390X, 042195390X, 978-0421953901,https://www.amazon.co.uk/Licensing-Law-Practice-Philip-Hyde/dp/042195390X/ref=sr_1_305?s=books&ie=UTF8&qid=1540501835&sr=1-305&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
LIFE IN A GIANT TREE IN RAINFOREST,"982,494","1,573.96",Sally Morgan,Hardcover,1841381705, 1841381705, 978-1841381701,https://www.amazon.co.uk/LIFE-GIANT-RAINFOREST-Sally-Morgan/dp/1841381705/ref=sr_1_291?s=books&ie=UTF8&qid=1540501816&sr=1-291&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"The Battles of Lewes and Evesham, 1264-65 (British Battlefield)","1,031,096","1,539.99",David Carpenter,Hardcover,0948087951, 0948087951, 978-0948087950,https://www.amazon.co.uk/Battles-Evesham-1264-65-British-Battlefield/dp/0948087951/ref=sr_1_286?s=books&ie=UTF8&qid=1540501795&sr=1-286&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Art of Taste: Secrets of the Cantonese Kitchen,"948,684","1,203.00",Chan Chen Hei,Hardcover,9812320172, 9812320172, 978-9812320179,https://www.amazon.co.uk/Art-Taste-Secrets-Cantonese-Kitchen/dp/9812320172/ref=sr_1_280?s=books&ie=UTF8&qid=1540501795&sr=1-280&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"Our Dog by Oxenbury, Helen (2014) Hardcover","1,029,186","1,189.64",No Author Specified!!,Hardcover,B00ZQBMXBM,Not available,Not available,https://www.amazon.co.uk/Our-Dog-Oxenbury-Helen-Hardcover/dp/B00ZQBMXBM/ref=sr_1_279?s=books&ie=UTF8&qid=1540501795&sr=1-279&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Law of Guarantees,"1,448,767","1,110.99",Hon. Mrs Justice Geraldine Mary Andrews,Hardcover,0421963700, 0421963700, 978-0421963702,https://www.amazon.co.uk/Guarantees-Hon-Justice-Geraldine-Andrews/dp/0421963700/ref=sr_1_270?s=books&ie=UTF8&qid=1540501777&sr=1-270&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Women's War of 1929: A History of Anti-Colonial Resistance in Eastern Nigeria (African World Series),"1,124,155","1,355.00",Toyin Falola,Hardcover,1594609314, 1594609314, 978-1594609312,https://www.amazon.co.uk/Womens-War-1929-Anti-Colonial-Resistance/dp/1594609314/ref=sr_1_268?s=books&ie=UTF8&qid=1540501777&sr=1-268&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"The Bedford Inventories: The Worldly Goods of John, Duke of Bedford, Regent of France (1389-1435) (Reports of the Research Committee of the Society of Antiquaries of London)","893,574","1,135.45",Jenny Stratford,Hardcover,0854312617, 9780854312610, 978-0854312610,https://www.amazon.co.uk/Bedford-Inventories-1389-1435-Committee-Antiquaries/dp/0854312617/ref=sr_1_262?s=books&ie=UTF8&qid=1540501777&sr=1-262&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Countdown to Unity: Debating Irish Reunification (Justice in Controversy) (Justice in Controversy S.),"1,123,705","1,097.90",Richard Humphreys,Hardcover,0716528770, 0716528770, 978-0716528777,https://www.amazon.co.uk/Countdown-Unity-Debating-Reunification-Controversy/dp/0716528770/ref=sr_1_252?s=books&ie=UTF8&qid=1540501758&sr=1-252&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Gutenberg Galaxy,"695,035","1,744.99",Marshall McLuhan,Hardcover,0710018185, 0710018185, 978-0710018182,https://www.amazon.co.uk/Gutenberg-Galaxy-Marshall-McLuhan/dp/0710018185/ref=sr_1_226?s=books&ie=UTF8&qid=1540501742&sr=1-226&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Iga and Koka Ninja Skills: The Secret Shinobi Scrolls of Chikamatsu Shigenori,"841,216","1,750.99",Antony Cummins,Hardcover,0752493620, 0752493620, 978-0752493626,https://www.amazon.co.uk/Iga-Koka-Ninja-Skills-Chikamatsu/dp/0752493620/ref=sr_1_220?s=books&ie=UTF8&qid=1540501722&sr=1-220&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Buffalo Ray Petri,"878,448","1,099.42",Mitzi Lorenz,Hardcover,0953743845, 0953743845, 978-0953743841,https://www.amazon.co.uk/Buffalo-Ray-Petri-Mitzi-Lorenz/dp/0953743845/ref=sr_1_216?s=books&ie=UTF8&qid=1540501722&sr=1-216&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
AKQA Ideas: Vol 1,"1,004,868","1,378.99",unknown,Hardcover,0954825705, 0954825705, 978-0954825706,https://www.amazon.co.uk/AKQA-Ideas-Vol-1/dp/0954825705/ref=sr_1_202?s=books&ie=UTF8&qid=1540501706&sr=1-202&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Lord John Russell,"658,579","1,097.24",John Prest,Hardcover,0333133145, 0333133145, 978-0333133149,https://www.amazon.co.uk/Lord-John-Russell-Prest/dp/0333133145/ref=sr_1_190?s=books&ie=UTF8&qid=1540501692&sr=1-190&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Recreations In Geology,"1,151,402","1,060.84",Rosina M Zornlin,Hardcover,B00088M4T4,Not available,Not available,https://www.amazon.co.uk/Recreations-Geology-Rosina-M-Zornlin/dp/B00088M4T4/ref=sr_1_184?s=books&ie=UTF8&qid=1540501692&sr=1-184&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Tales from Moominvalley (Moomins Fiction),"545,334","1,385.99",Tove Jansson,Hardcover,0141329777, 0141329777, 978-0141329772,https://www.amazon.co.uk/Tales-Moominvalley-Moomins-Fiction-Jansson/dp/0141329777/ref=sr_1_173?s=books&ie=UTF8&qid=1540501678&sr=1-173&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Official View On Education,"560,765","1,000.00",J Lello,Hardcover,B007QBCVIU,Not available,Not available,https://www.amazon.co.uk/Official-View-Education-J-Lello/dp/B007QBCVIU/ref=sr_1_162?s=books&ie=UTF8&qid=1540501678&sr=1-162&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Venice Synagogues (Ultimate Series) (2015-10-01),"1,155,370","1,018.88",Unknown,Hardcover,B01NAO4U45,Not available,Not available,https://www.amazon.co.uk/Venice-Synagogues-Ultimate-2015-10-01/dp/B01NAO4U45/ref=sr_1_129?s=books&ie=UTF8&qid=1540501640&sr=1-129&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Seduction of the Innocent,"627,885","1,025.62",Fredric Wertham,Hardcover,B0007J5ICY,Not available,Not available,https://www.amazon.co.uk/Seduction-Innocent-Fredric-Wertham/dp/B0007J5ICY/ref=sr_1_115?s=books&ie=UTF8&qid=1540501621&sr=1-115&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
X-Rays in Theory and Experiment 2nd Edition,"635,067","1,027.37",Arthur Holly Compton,Hardcover,B0011D4AJM,Not available,Not available,https://www.amazon.co.uk/X-Rays-Theory-Experiment-Arthur-Compton/dp/B0011D4AJM/ref=sr_1_114?s=books&ie=UTF8&qid=1540501621&sr=1-114&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
History of Brougham Hall and High Head Castle,"993,513","1,486.99",Mark Thomas,Hardcover,085033845X, 085033845X, 978-0850338454,https://www.amazon.co.uk/History-Brougham-Hall-High-Castle/dp/085033845X/ref=sr_1_113?s=books&ie=UTF8&qid=1540501621&sr=1-113&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
History of Brougham Hall and High Head Castle,"993,513","1,486.99",Mark Thomas,Hardcover,085033845X, 085033845X, 978-0850338454,https://www.amazon.co.uk/History-Brougham-Hall-High-Castle/dp/085033845X/ref=sr_1_111?s=books&ie=UTF8&qid=1540501606&sr=1-111&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Diagnostic Imaging: Breast,"1,115,467","1,211.51",Wendie A. Berg,Hardcover,1931884730, 1931884730, 978-1931884730,https://www.amazon.co.uk/Diagnostic-Imaging-Breast-Wendie-Berg/dp/1931884730/ref=sr_1_107?s=books&ie=UTF8&qid=1540501606&sr=1-107&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Encounter,"625,087","1,644.19",David Yarrow,Hardcover,1908337176, 1908337176, 978-1908337177,https://www.amazon.co.uk/Encounter-David-Yarrow/dp/1908337176/ref=sr_1_106?s=books&ie=UTF8&qid=1540501606&sr=1-106&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
International Directory of Spatial Tests,"1,066,378","1,033.99",J. Eliot,Hardcover,0700505172, 0700505172, 978-0700505173,https://www.amazon.co.uk/International-Directory-Spatial-Tests-Eliot/dp/0700505172/ref=sr_1_104?s=books&ie=UTF8&qid=1540501606&sr=1-104&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
