Title,BSR,Price in £ (starting from),Author,Book Type,ASIN,ISBN-10,ISBN-13,URL
Deep Excavations: A Practical Manual 3rd Edition,"1,187,794","1,309.00",Malcolm Puller,Hardcover,0727741179, 0727741179, 978-0727741172,https://www.amazon.co.uk/Deep-Excavations-Practical-Manual-3rd/dp/0727741179/ref=sr_1_103?s=books&ie=UTF8&qid=1540501606&sr=1-103&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Venice Synagogues (Ultimate Series) (2015-10-01),"1,155,370","1,018.88",Unknown,Hardcover,B01NAO4U45,Not available,Not available,https://www.amazon.co.uk/Venice-Synagogues-Ultimate-2015-10-01/dp/B01NAO4U45/ref=sr_1_94?s=books&ie=UTF8&qid=1540501585&sr=1-94&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Jane's Military Vehicles and Logistics 2008/2009 (Jane's Military Vehicles & Logistics),"1,014,738","1,359.76",Shaun Connors,Hardcover,071062851X, 071062851X, 978-0710628510,https://www.amazon.co.uk/Janes-Military-Vehicles-Logistics-2008/dp/071062851X/ref=sr_1_91?s=books&ie=UTF8&qid=1540501585&sr=1-91&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The City is a Novel,"652,243","1,723.99",Alexey Titarenko,Hardcover,8862084145, 8862084145, 978-8862084147,https://www.amazon.co.uk/City-Novel-Alexey-Titarenko/dp/8862084145/ref=sr_1_85?s=books&ie=UTF8&qid=1540501585&sr=1-85&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Know Thy Beast: Vincent Motor Cycles,"753,045","1,057.04",E.M.G. Stevens,Hardcover,0950418684, 0950418684, 978-0950418681,https://www.amazon.co.uk/Know-Thy-Beast-Vincent-Cycles/dp/0950418684/ref=sr_1_74?s=books&ie=UTF8&qid=1540501566&sr=1-74&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Boxing.,"896,082","1,311.69",Edwin L Haislet:,Hardcover,B000I2F7CG,Not available,Not available,https://www.amazon.co.uk/Boxing-Edwin-L-Haislet/dp/B000I2F7CG/ref=sr_1_59?s=books&ie=UTF8&qid=1540501547&sr=1-59&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Handbook Of Cryogenic Engineering,"1,025,344","1,023.11",J. G. Weisend,Hardcover,1560323329, 1560323329, 978-1560323327,https://www.amazon.co.uk/Handbook-Cryogenic-Engineering-J-Weisend/dp/1560323329/ref=sr_1_58?s=books&ie=UTF8&qid=1540501547&sr=1-58&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Edmund De Waal a Thousand Hours,"840,410","1,201.99",Colm Toibin,Hardcover,0956920365, 0956920365, 978-0956920362,https://www.amazon.co.uk/Edmund-Waal-Thousand-Hours-Toibin/dp/0956920365/ref=sr_1_57?s=books&ie=UTF8&qid=1540501547&sr=1-57&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Penguin Arthur Miller: Collected Plays (Penguin Classics Deluxe Edition) (Penguin Classics Deluxe Editions),"994,862","1,631.48",Arthur Miller,Hardcover,014310778X, 014310778X, 978-0143107781,https://www.amazon.co.uk/Penguin-Arthur-Miller-Collected-Classics/dp/014310778X/ref=sr_1_55?s=books&ie=UTF8&qid=1540501547&sr=1-55&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Cultures of Collecting,"589,608","1,089.58",elsner,Hardcover,0674179927, 9780674179929, 978-0674179929,https://www.amazon.co.uk/Cultures-Collecting-elsner/dp/0674179927/ref=sr_1_53?s=books&ie=UTF8&qid=1540501547&sr=1-53&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Promethea: Book 3: Bk. 3,"690,327","1,370.99",Alan Moore,Hardcover,1840235500, 1840235500, 978-1840235500,https://www.amazon.co.uk/Promethea-Book-3-Bk/dp/1840235500/ref=sr_1_45?s=books&ie=UTF8&qid=1540501532&sr=1-45&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Zen Teaching of Huang Po: on the Transmission of Mind.,"870,828","1,006.07",J Blofeld,Hardcover,B0007IYBC8,Not available,Not available,https://www.amazon.co.uk/Zen-Teaching-Huang-Po-Transmission/dp/B0007IYBC8/ref=sr_1_43?s=books&ie=UTF8&qid=1540501532&sr=1-43&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
India-pakistan Relations 1947-2007: A Documentary Study (set Of 10 Vols),"725,013","1,022.46",Avtar Singh Bhasin,Hardcover,9381417032, 9381417032, 978-9381417034,https://www.amazon.co.uk/India-pakistan-Relations-1947-2007-Documentary-Study/dp/9381417032/ref=sr_1_35?s=books&ie=UTF8&qid=1540501532&sr=1-35&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
The Little Vampire in Danger,"518,705","1,165.99",Angela Sommer-Bodenburg,Hardcover,075000407X, 075000407X, 978-0750004077,https://www.amazon.co.uk/Little-Vampire-Danger-Angela-Sommer-Bodenburg/dp/075000407X/ref=sr_1_24?s=books&ie=UTF8&qid=1540501513&sr=1-24&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
My Yorkshire,"521,060","1,865.48",Marco Livingstone,Hardcover,1907587136, 1907587136, 978-1907587139,https://www.amazon.co.uk/My-Yorkshire-David-Hockney/dp/1907587136/ref=sr_1_20?s=books&ie=UTF8&qid=1540501513&sr=1-20&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Landscape Photographer of the Year : Collection 11 (Aa),"133,947","1,000.00",Charlie Waite,Hardcover,0749579072, 0749579072, 978-0749579074,https://www.amazon.co.uk/Landscape-Photographer-Year-Collection-11/dp/0749579072/ref=sr_1_8/261-3683899-8958302?s=books&ie=UTF8&qid=1540501501&sr=1-8&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
"GOODBYE PICCADILLY, FAREWELL LEICESTER SQUARE","552,968","1,025.53",Arthur La Bern,Hardcover,B0007JY1UE,Not available,Not available,https://www.amazon.co.uk/GOODBYE-PICCADILLY-FAREWELL-LEICESTER-SQUARE/dp/B0007JY1UE/ref=sr_1_6/261-3683899-8958302?s=books&ie=UTF8&qid=1540501501&sr=1-6&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Ring-makers of Saturn,"595,870","1,031.07",Norman R. Bergrun,Hardcover,0946270333, 0946270333, 978-0946270330,https://www.amazon.co.uk/Ring-makers-Saturn-Norman-R-Bergrun/dp/0946270333/ref=sr_1_4/261-3683899-8958302?s=books&ie=UTF8&qid=1540501501&sr=1-4&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
Philip Sutton An Artist's View,"386,541","1,303.99",Philip Sutton,Hardcover,0956316204, 0956316204, 978-0956316202,https://www.amazon.co.uk/Philip-Sutton-Artists-View/dp/0956316204/ref=sr_1_2/261-3683899-8958302?s=books&ie=UTF8&qid=1540501501&sr=1-2&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A100000-200000
